R, bias, L, W, Gain [dB], UGF [Hz], PM [degrees]
54664.6,0.687171,2.6266e-07,9.6109e-06,23.9607, 6.69797e+07, 93.3413
52779,0.698266,2.81126e-07,9.94944e-06,24.0767, 7.94924e+07, 93.2219
15430.4,0.818975,1.8589e-07,9.93914e-06,9.73715, 1.93391e+08, 108.682
59656.5,0.726901,3.27265e-07,9.93843e-06,1.63237, 3.26945e+07, 146.15
23258.1,0.734173,1.80784e-07,9.36584e-06,21.5881, 1.21413e+08, 94.5212
28078.4,0.731127,3.07887e-07,9.98296e-06,23.036, 1.23094e+08, 93.6539
21490,0.734552,2.71819e-07,9.83845e-06,22.5525, 1.36026e+08, 93.926
54070.7,0.687722,3.93333e-07,9.99331e-06,24.7099, 6.95849e+07, 92.8677
16192,0.766443,3.62637e-07,9.96856e-06,21.5888, 1.58392e+08, 94.2954
32827.5,0.73447,5e-07,9.9676e-06,22.7527, 9.52754e+07, 93.5541
7157.87,0.742711,2.74326e-07,9.98511e-06,16.7968, 1.71097e+08, 97.9732
16447.2,0.763334,2.72363e-07,9.91309e-06,21.9221, 1.75345e+08, 94.2115
54592.6,0.687593,2.69758e-07,9.82708e-06,24.1242, 6.9574e+07, 93.2318
28466.5,0.733433,1.94124e-07,9.93705e-06,21.9745, 1.28341e+08, 94.2762
54040,0.688571,3.94491e-07,9.98149e-06,24.6947, 6.99649e+07, 92.8935
27112.4,0.73496,2.49569e-07,9.83714e-06,23.0518, 1.27568e+08, 93.6942
6196.68,0.825631,1.65392e-07,9.966e-06,18.6725, 3.51946e+08, 96.417
59827.6,0.984903,3.83803e-07,9.84045e-06,error, error, error
4356.52,0.877318,2.73118e-07,9.83873e-06,16.8653, 3.22027e+08, 97.8627
49832.5,0.692064,3.32976e-07,9.98565e-06,24.4175, 7.7061e+07, 93.0624
8322.87,0.837737,1.50056e-07,9.00867e-06,15.397, 2.98031e+08, 99.5551
7047.49,0.834117,1.67664e-07,9.90873e-06,18.6755, 3.42398e+08, 96.4013
51746.9,0.687741,4.25283e-07,9.99922e-06,24.6611, 6.81632e+07, 92.8329
4356.52,0.825143,1.70862e-07,9.91318e-06,17.7491, 3.7028e+08, 97.1761
7047.49,0.686751,6.00696e-07,9.9844e-06,8.73595, 5.80802e+07, 110.811
8228.01,0.693885,3.63135e-07,9.94669e-06,13.2413, 9.0807e+07, 102.223
7050.02,0.725754,2.89852e-07,9.98736e-06,15.4501, 1.44016e+08, 99.3836
40662.7,0.703643,2.56921e-07,9.99169e-06,23.665, 8.87569e+07, 93.4303
22947.8,0.734308,1.73862e-07,9.9723e-06,21.6667, 1.359e+08, 94.4834
21490,0.747719,2.7196e-07,9.83922e-06,22.5568, 1.48698e+08, 93.906
20459.3,0.748176,2.71815e-07,9.83842e-06,22.4986, 1.51175e+08, 93.9188
57160.4,0.73462,4.08894e-07,9.67667e-06,0.359367, 1.48328e+07, 164.288
6569.8,0.834617,1.72347e-07,9.98442e-06,19.1847, 3.50862e+08, 96.021
3376.1,0.853619,1.51262e-07,9.77358e-06,15.6843, 4.45018e+08, 99.2049
58829.4,0.65511,3.23108e-07,9.60219e-06,22.925, 4.66595e+07, 93.7614
54558.1,0.733326,4.51446e-07,9.94795e-06,1.82811, 3.21647e+07, 143.726
7012.02,0.70903,2.96215e-07,9.8733e-06,13.8838, 1.17745e+08, 101.337
52860.7,0.689114,3.94491e-07,9.93529e-06,24.6643, 7.03886e+07, 92.8755
7401.92,0.921802,1.60685e-07,9.84628e-06,error, error, error
25397,0.734576,2.87689e-07,9.98243e-06,22.9779, 1.31449e+08, 93.6781
53952.7,0.617434,3.3537e-07,9.96632e-06,18.3899, 2.70364e+07, 96.5156
57140.8,0.687741,4.65782e-07,9.80172e-06,24.8243, 6.26348e+07, 92.7713
53485,0.688111,3.93745e-07,9.93628e-06,24.6887, 6.96172e+07, 92.8802
53024,0.687722,3.93418e-07,9.97829e-06,24.6848, 6.98162e+07, 92.8913
50685,0.733326,2.48874e-07,9.93672e-06,11.6372, 8.28198e+07, 104.87
6727.15,0.687742,3.34251e-07,9.99437e-06,11.3525, 8.769e+07, 105.388
21510.8,0.80085,2.71744e-07,9.83634e-06,2.27074, 7.60168e+07, 140.347
7053.69,0.921881,1.7028e-07,9.98686e-06,error, error, error
29594,0.658898,3.34e-07,9.95498e-06,19.3212, 5.56406e+07, 95.8581
23026.9,0.734115,3.42045e-07,9.19208e-06,22.557, 1.17634e+08, 93.8721
20500.7,0.812205,1.63542e-07,9.94995e-06,0.718598, 5.58324e+07, 157.155
25584.3,0.686583,2.92998e-07,9.96485e-06,20.9251, 8.27769e+07, 94.8133
8217.83,0.855436,2.809e-07,9.83307e-06,14.1555, 2.42871e+08, 100.885
21441.6,0.747479,2.71834e-07,9.86537e-06,22.5613, 1.48953e+08, 93.911
29738.1,0.748178,1.86572e-07,9.91309e-06,21.7947, 1.36482e+08, 94.3812
63134.4,0.687601,6.10298e-07,9.9577e-06,25.0723, 5.60722e+07, 92.4841
54869.4,0.688289,1.76747e-07,9.93651e-06,22.1904, 6.20615e+07, 94.2636
22515.7,0.720736,2.90111e-07,9.98817e-06,22.4364, 1.2152e+08, 93.9477
25183.8,0.834666,1.67664e-07,9.81569e-06,error, error, error
22918.8,0.734314,2.88094e-07,9.96367e-06,22.8229, 1.34602e+08, 93.7578
20551.7,0.748504,1.64243e-07,9.96083e-06,20.8194, 1.68371e+08, 94.9543
54035.3,0.677065,4.09311e-07,9.97829e-06,24.4696, 6.15418e+07, 92.956
13291.5,0.763092,1.78395e-07,9.97829e-06,21.0505, 1.93325e+08, 94.7979
48473.4,0.687741,3.60847e-07,9.99906e-06,24.4365, 7.3413e+07, 92.9972
24215.5,0.748088,2.71815e-07,9.91713e-06,22.3141, 1.44053e+08, 94.0345
26801.2,0.752273,7.07059e-07,8.99558e-06,21.7704, 8.14444e+07, 93.937
21452.5,0.68528,2.76651e-07,9.93428e-06,19.5461, 8.2318e+07, 95.6935
20515.6,0.748504,1.70197e-07,9.93567e-06,21.4396, 1.62647e+08, 94.5975
24410.9,0.733506,2.88314e-07,9.98405e-06,22.9583, 1.31963e+08, 93.705
5807.8,0.821348,1.70785e-07,9.96746e-06,18.9245, 3.47197e+08, 96.2252
54406.1,0.670546,2.59916e-07,9.98343e-06,23.0648, 5.66514e+07, 93.7227
54991.7,0.715821,3.60801e-07,9.93692e-06,9.89071, 6.64045e+07, 108.16
26897,0.725884,3.08247e-07,9.98421e-06,23.204, 1.20528e+08, 93.5589
61468.4,0.834967,1.68242e-07,9.93742e-06,error, error, error
55966.3,0.776445,1.80368e-07,9.83593e-06,error, error, error
26575.7,0.651845,3.08179e-07,9.96603e-06,17.704, 5.07536e+07, 97.2022
24780.9,0.734385,2.81126e-07,9.8951e-06,22.9611, 1.31583e+08, 93.7015
21510.8,0.748341,2.72472e-07,9.83593e-06,22.536, 1.49092e+08, 93.928
17268.1,0.77045,2.90144e-07,9.91309e-06,21.2376, 1.73681e+08, 94.5751
22959.2,0.734634,2.66742e-07,9.91233e-06,22.7655, 1.35051e+08, 93.825
20275,0.748504,2.72453e-07,9.8266e-06,22.4788, 1.51623e+08, 93.9423
24364.7,0.706852,2.88314e-07,9.97793e-06,22.0967, 1.04937e+08, 94.1509
26480.3,0.725426,4.50239e-07,9.97136e-06,22.9157, 1.01127e+08, 93.5368
18014.5,0.752761,1.78232e-07,9.84082e-06,21.666, 1.62677e+08, 94.4673
32088.3,0.8834,6.36559e-07,9.98322e-06,error, error, error
29025.1,0.687171,4.9584e-07,9.93671e-06,20.8526, 6.57178e+07, 94.6728
35172.7,0.824643,1.71306e-07,9.40744e-06,error, error, error
5351.11,0.876774,1.55877e-07,9.97984e-06,14.2227, 3.849e+08, 100.941
15036.7,0.765537,2.72497e-07,9.95924e-06,21.745, 1.82203e+08, 94.3001
25798.5,0.730868,3.08158e-07,9.91309e-06,23.0711, 1.25202e+08, 93.6094
29013.1,0.723886,4.42627e-07,9.99982e-06,23.2822, 9.98895e+07, 93.4073
54392.4,0.690867,3.88237e-07,9.90759e-06,24.5989, 7.11134e+07, 92.891
31697.7,0.721329,3.10669e-07,9.83651e-06,23.451, 1.10006e+08, 93.4721
28300.4,0.647948,3.32976e-07,9.98597e-06,17.7627, 4.74603e+07, 97.0879
53306,0.837737,3.08292e-07,9.67377e-06,error, error, error
61016.6,0.687171,3.5532e-07,9.05076e-06,24.6878, 6.30376e+07, 92.9884
30900.1,0.734409,2.74334e-07,9.91357e-06,22.6564, 1.22649e+08, 93.8537
128.074,0.917613,1.67936e-07,9.94843e-06,error, error, error
62958.3,0.687607,6.09139e-07,9.96277e-06,25.0704, 5.61744e+07, 92.4928
54983.6,0.688696,3.95221e-07,9.04816e-06,24.5411, 6.3389e+07, 92.9713
3819.34,0.857353,3.21169e-07,9.84195e-06,15.6203, 2.80607e+08, 99.0909
8468.71,0.837673,1.63343e-07,9.99331e-06,16.1123, 3.13656e+08, 98.716
984.548,0.917613,1.60697e-07,9.84309e-06,9.88598, 5.5288e+08, 108.426
11684,0.686297,3.37652e-07,9.57191e-06,15.077, 8.1147e+07, 99.747
21441.6,0.688747,2.71937e-07,9.74128e-06,19.6488, 8.37383e+07, 95.6643
52812.6,0.687745,3.62493e-07,9.98665e-06,24.6149, 7.1744e+07, 92.9433
26670.1,0.720793,3.08247e-07,9.98421e-06,23.155, 1.16264e+08, 93.5743
3077.85,0.853619,1.54108e-07,9.83363e-06,15.5833, 4.52022e+08, 99.3123
19824.8,0.763545,2.70015e-07,9.99179e-06,21.4778, 1.66123e+08, 94.4729
40410.1,0.703746,3.03631e-07,9.95664e-06,23.9741, 9.10377e+07, 93.2624
23150.3,0.734314,6.02862e-07,9.93604e-06,21.6513, 9.12267e+07, 94.0277
21518.7,0.748173,2.71834e-07,9.84032e-06,22.5437, 1.49047e+08, 93.9234
39630.3,0.718666,3.16005e-07,9.95235e-06,22.5733, 1.00192e+08, 93.8307
16192,0.822403,1.70736e-07,9.96665e-06,4.6139, 1.46893e+08, 125.842
24364.7,0.734622,2.88637e-07,9.97793e-06,22.9408, 1.3291e+08, 93.7108
6969.45,0.822828,1.70774e-07,9.8741e-06,19.3683, 3.31243e+08, 95.9033
54392.4,0.690927,5.27954e-07,9.90759e-06,24.7507, 6.21258e+07, 92.6987
14056.8,0.771023,7.36274e-07,9.95924e-06,18.6214, 1.01413e+08, 95.8706
21916.2,0.747989,4.65782e-07,9.8446e-06,22.2962, 1.1577e+08, 93.8493
17494.8,0.734653,1.77604e-07,9.97894e-06,20.8133, 1.40158e+08, 94.9426
20395.6,0.74905,2.48874e-07,9.94444e-06,22.4854, 1.54636e+08, 93.9595
23347.9,0.87392,2.80688e-07,9.93742e-06,error, error, error
17531.4,0.748176,1.78329e-07,9.83837e-06,21.4137, 1.56933e+08, 94.6179
58353.6,0.687261,3.11252e-07,9.99427e-06,24.4889, 7.07978e+07, 93.0464
59916.4,0.635603,3.94342e-07,9.97873e-06,21.4102, 3.52628e+07, 94.4464
14850.2,0.734314,2.88094e-07,9.96367e-06,20.9265, 1.45846e+08, 94.7829
32116.4,0.850294,1.71219e-07,9.96991e-06,error, error, error
39881.7,0.703484,3.34493e-07,9.93656e-06,24.0413, 8.9745e+07, 93.1913
23070.3,0.73461,1.73115e-07,9.91181e-06,21.6417, 1.36471e+08, 94.4835
3919.68,0.686535,1.70862e-07,9.93595e-06,7.72813, 9.54225e+07, 114.085
3238.58,0.822828,1.70862e-07,9.8733e-06,16.089, 3.80081e+08, 98.757
22959.2,0.771583,2.80688e-07,9.91309e-06,13.8167, 1.40469e+08, 101.309
2840.45,0.917704,1.55301e-07,8.87988e-06,14.4622, 4.54861e+08, 100.664
12962.9,0.786585,1.83819e-07,9.9995e-06,21.1904, 2.32642e+08, 94.7103
52812.6,0.710746,2.96554e-07,9.96297e-06,20.1309, 8.37147e+07, 95.2525
31697.7,0.835663,3.08423e-07,9.83651e-06,error, error, error
25268.5,0.743317,1.15159e-06,9.89678e-06,19.3928, 6.13124e+07, 94.8798
3445.97,0.736715,2.78725e-07,9.8266e-06,10.7121, 1.59501e+08, 106.601
21476.5,0.745687,2.72488e-07,9.83845e-06,22.6029, 1.46906e+08, 93.8905
49832.5,0.691334,2.08349e-07,9.98407e-06,22.4125, 7.41226e+07, 94.0395
25688.7,0.730532,3.07358e-07,9.04923e-06,22.8768, 1.14612e+08, 93.7561
4955.46,0.686478,4.15792e-07,9.8733e-06,7.60003, 7.12618e+07, 114.233
25747.3,0.867515,2.68829e-07,9.99185e-06,error, error, error
53067.3,0.85395,1.72862e-07,9.9894e-06,error, error, error
31697.7,0.721345,3.10669e-07,9.96573e-06,23.4357, 1.11273e+08, 93.4444
6569.8,0.884693,5.38083e-07,9.98442e-06,16.6574, 1.91747e+08, 97.7715
8516.7,0.812205,1.85555e-07,9.94995e-06,20.1382, 2.96701e+08, 95.3512
52521.3,0.668392,3.42045e-07,9.94882e-06,23.7289, 5.86398e+07, 93.3426
20401.4,0.747401,3.62493e-07,9.94933e-06,22.3902, 1.3737e+08, 93.8809
19682.3,0.770417,1.74026e-07,9.78959e-06,21.2961, 1.83816e+08, 94.6763
32844,0.717484,1.66482e-07,9.91442e-06,21.4949, 1.10835e+08, 94.5952
55710.8,0.653343,3.93869e-07,8.96273e-06,21.9961, 4.08781e+07, 94.237
24146.9,0.734622,2.88314e-07,9.97766e-06,22.9282, 1.33254e+08, 93.6949
58128.4,0.788156,1.83819e-07,9.95993e-06,error, error, error
51746.9,0.746473,3.60745e-07,9.86372e-06,error, error, error
49832.5,0.691334,3.32976e-07,9.97004e-06,24.4262, 7.6457e+07, 93.0294
8743.62,0.817296,1.80996e-07,9.83412e-06,20.4339, 2.96241e+08, 95.1798
24147.2,0.734236,1.19084e-06,9.97793e-06,18.5163, 5.73869e+07, 95.5094
10356.9,0.811327,1.71162e-07,9.98447e-06,19.6946, 2.82876e+08, 95.6658
54205.3,0.690665,3.3522e-07,9.96468e-06,24.4621, 7.4051e+07, 93.0443
64882,0.687601,2.86193e-07,9.51248e-06,24.4529, 6.52066e+07, 93.0737
32275.4,0.761611,3.29653e-07,9.61181e-06,4.9557, 7.56593e+07, 124.118
1458.39,0.919332,1.18424e-06,9.8733e-06,0.243147, 2.62618e+07, 166.29
8314.23,0.80984,1.76889e-07,9.99037e-06,20.3421, 2.97286e+08, 95.2401
49023.5,0.692064,3.32653e-07,9.98565e-06,24.4012, 7.74251e+07, 93.0368
3377.5,0.853527,1.53525e-07,9.94706e-06,15.9156, 4.48612e+08, 98.9381
55052.3,0.712762,7.21866e-07,9.98565e-06,20.9647, 6.15266e+07, 94.2044
56114.7,0.688252,2.72472e-07,9.98799e-06,24.2477, 7.07747e+07, 93.1826
16559.6,0.763015,2.8848e-07,9.98231e-06,21.8705, 1.72811e+08, 94.2324
28473.5,0.724335,2.72453e-07,9.83106e-06,23.221, 1.17221e+08, 93.5842
4356.52,0.738032,1.70862e-07,9.91162e-06,13.5968, 1.93797e+08, 101.831
3489.11,0.961283,6.00762e-07,9.7331e-06,12.6984, 2.04627e+08, 102.679
22526.2,0.731368,4.62417e-07,9.98243e-06,22.2197, 1.06018e+08, 93.907
21769.8,0.748501,2.72622e-07,9.83802e-06,22.5296, 1.487e+08, 93.9184
22851.4,0.812205,1.80996e-07,9.83412e-06,2.14695, 8.56098e+07, 141.274
23293.9,0.714576,1.13744e-06,9.61603e-06,17.1361, 5.01081e+07, 96.7778
19606.4,0.748504,2.72453e-07,9.83965e-06,22.4203, 1.53148e+08, 93.9873
16020.7,0.770441,2.67559e-07,9.87187e-06,21.6885, 1.82664e+08, 94.3501
63587.2,0.878383,5.04291e-07,9.77225e-06,error, error, error
7108.36,0.724697,1.60685e-07,9.84186e-06,16.5672, 1.89962e+08, 98.3146
4356.52,0.823845,1.70862e-07,9.91318e-06,17.7271, 3.68239e+08, 97.1946
35278.7,0.710845,2.88383e-07,9.95063e-06,23.6856, 1.00424e+08, 93.37
60007.3,0.690927,3.3537e-07,9.74394e-06,24.2489, 7.03541e+07, 93.1005
35278.7,0.685209,3.62598e-07,9.50911e-06,22.5219, 7.14206e+07, 93.8753
7053.69,0.810552,1.71453e-07,9.98686e-06,19.5546, 3.17257e+08, 95.7707
27138.1,0.734773,2.7477e-07,9.99438e-06,22.9878, 1.2978e+08, 93.6976
28011.7,0.867999,1.50127e-07,9.77358e-06,error, error, error
20493.7,0.712047,2.71799e-07,9.72986e-06,21.2095, 1.10417e+08, 94.6372
37059.1,0.733326,3.33008e-07,9.93863e-06,16.1637, 1.00224e+08, 98.4251
25756.5,0.730808,2.88843e-07,9.26574e-06,22.9414, 1.18928e+08, 93.7449
58319.7,0.826534,1.64222e-07,8.70468e-06,error, error, error
15841.7,0.787205,2.87689e-07,9.98243e-06,18.6132, 1.84173e+08, 96.3372
3178.32,0.693106,3.94491e-07,9.93634e-06,4.91151, 7.34887e+07, 124.364
26373.2,0.72688,3.07887e-07,9.83681e-06,23.137, 1.20328e+08, 93.589
52345.2,0.687727,2.45995e-07,9.94882e-06,23.5948, 6.89388e+07, 93.5
8314.23,0.821348,1.70756e-07,9.98964e-06,19.4977, 3.15351e+08, 95.7904
20994.1,0.726357,2.9586e-07,8.59341e-06,21.4972, 1.09201e+08, 94.4826
33853.6,0.752761,1.79503e-07,9.83298e-06,21.5466, 1.28018e+08, 94.5461
56529.4,0.687603,3.61867e-07,9.99427e-06,24.6317, 7.0388e+07, 92.9168
4542.72,0.877864,1.60697e-07,9.62984e-06,16.2609, 4.0924e+08, 98.5883
3343.24,0.853527,1.70778e-07,9.94861e-06,16.8319, 4.28353e+08, 98.0066
32844,0.730712,1.19402e-06,9.91555e-06,20.6577, 5.5212e+07, 93.9913
22048.8,0.698266,2.81429e-07,9.83545e-06,20.799, 9.5382e+07, 94.8719
3821.56,0.856172,1.7186e-07,9.84181e-06,17.4304, 4.16356e+08, 97.4526
35278.7,0.603706,2.9666e-07,9.81198e-06,12.838, 2.04974e+07, 103.145
54070.7,0.803857,1.14759e-06,9.99377e-06,error, error, error
2886.76,0.678987,2.72305e-07,9.99045e-06,3.61798, 6.41706e+07, 131.016
26575.7,0.637532,3.07887e-07,9.96674e-06,15.8855, 4.00851e+07, 98.8684
20662.7,0.835136,1.7818e-07,9.83931e-06,error, error, error
48662,0.737308,1.73674e-07,9.05462e-06,19.8511, 9.57016e+07, 95.612
63134.4,0.687601,4.91335e-07,9.9577e-06,24.9053, 6.03792e+07, 92.6881
38926.8,0.703484,1.75378e-07,9.99759e-06,21.969, 8.37781e+07, 94.338
22926.6,0.734314,2.87966e-07,9.9131e-06,22.8127, 1.33951e+08, 93.7769
54112.8,0.727148,3.95012e-07,9.98126e-06,3.5442, 4.54338e+07, 131.365
27743.3,0.748173,3.51973e-07,9.83845e-06,19.15, 1.21038e+08, 95.8713
26373.2,0.726042,4.09016e-07,9.78592e-06,22.9977, 1.05662e+08, 93.572
32510.9,0.719478,3.16005e-07,9.9157e-06,23.5101, 1.08196e+08, 93.406
21510.8,0.741896,2.26686e-07,9.12087e-06,21.9186, 1.39513e+08, 94.3022
49832.5,0.735085,3.32976e-07,9.9857e-06,2.55778, 4.46258e+07, 138.093
52802.1,0.689114,4.00099e-07,9.93529e-06,24.6722, 7.00384e+07, 92.9034
23979.4,0.822828,1.71151e-07,9.8733e-06,error, error, error
63425.6,0.604545,6.0096e-07,9.9385e-06,16.7017, 1.76019e+07, 98.0842
16131.8,0.770216,1.77466e-07,9.95788e-06,21.7012, 1.95567e+08, 94.4355
54070.7,0.687722,3.93276e-07,9.99331e-06,24.7098, 6.95885e+07, 92.868
28905.9,0.692018,3.10669e-07,9.98417e-06,22.1668, 8.67606e+07, 94.0957
13011,0.786585,6.51631e-07,9.98461e-06,19.1911, 1.1983e+08, 95.5421
51258.5,0.701457,4.56006e-07,9.9914e-06,24.0687, 7.35446e+07, 93.044
31697.7,0.721577,3.07575e-07,7.90022e-06,22.8978, 8.86023e+07, 93.8037
16406.7,0.763092,2.71284e-07,9.96367e-06,21.9302, 1.76238e+08, 94.2034
3293.41,0.725884,3.07887e-07,9.98591e-06,9.38994, 1.39023e+08, 109.552
7104.86,0.748501,2.7267e-07,9.83864e-06,16.9791, 1.76826e+08, 97.7896
25278.4,0.687869,2.88361e-07,9.56947e-06,20.6271, 8.0277e+07, 94.981
984.548,0.917535,1.60697e-07,9.84309e-06,9.88549, 5.5282e+08, 108.425
16192,0.763479,2.68829e-07,9.96417e-06,21.9151, 1.77607e+08, 94.2243
53523.2,0.685333,2.93746e-07,9.34061e-06,24.1352, 6.65768e+07, 93.2253
6969.45,0.822828,1.70862e-07,9.52171e-06,19.2767, 3.20908e+08, 95.9734
35006.5,0.853527,1.54755e-07,9.84102e-06,error, error, error
7087.37,0.715546,3.14036e-07,9.9167e-06,14.4588, 1.24766e+08, 100.552
5816.44,0.837737,3.6605e-07,9.66894e-06,17.3295, 2.29113e+08, 97.359
25798.5,0.734556,6.07833e-07,9.99632e-06,22.3344, 9.06672e+07, 93.6816
51122.7,0.668846,3.10049e-07,9.98565e-06,23.4479, 5.96756e+07, 93.4975
41613.5,0.707009,3.33684e-07,9.98704e-06,23.8926, 9.14788e+07, 93.2363
40222.6,0.72424,3.0292e-07,9.95719e-06,20.4949, 1.01258e+08, 94.9814
23943.2,0.76539,3.15933e-07,9.91422e-06,14.1581, 1.30984e+08, 100.852
24364.7,0.758891,1.62707e-07,9.95109e-06,19.2357, 1.63711e+08, 96.0123
24188.2,0.91364,6.42957e-07,9.97766e-06,error, error, error
54860,0.687738,4.66408e-07,9.94933e-06,24.7698, 6.40647e+07, 92.7482
4020.09,0.917066,4.35148e-07,9.93613e-06,14.9418, 2.49046e+08, 99.7604
4207.23,0.825143,1.53609e-07,9.10736e-06,16.2768, 3.67383e+08, 98.5823
24410.9,0.734622,2.88314e-07,9.56383e-06,22.8939, 1.27724e+08, 93.7451
52241,0.748501,2.72169e-07,9.95245e-06,error, error, error
3375.28,0.805359,1.60619e-07,9.84883e-06,15.775, 3.70483e+08, 99.0912
62958.3,0.710591,6.09139e-07,9.96277e-06,11.7624, 5.31714e+07, 104.02
7053.69,0.684797,1.71453e-07,9.9864e-06,11.8404, 9.39903e+07, 104.705
20964.9,0.745696,1.73009e-07,9.71238e-06,21.6123, 1.52317e+08, 94.4961
7027.4,0.82775,1.70704e-07,9.87259e-06,19.2657, 3.35519e+08, 95.962
5620.41,0.755363,1.64332e-07,9.35013e-06,16.3984, 2.32768e+08, 98.4724
16054.8,0.691029,4.09254e-07,9.47946e-06,17.213, 7.60132e+07, 97.5472
6569.8,0.834617,3.9093e-07,9.98442e-06,17.9068, 2.20335e+08, 96.7828
8603.73,0.826454,3.36005e-07,9.93663e-06,18.9358, 2.26909e+08, 96.037
25790.6,0.709974,2.59621e-07,9.98875e-06,22.2674, 1.05869e+08, 94.0867
25756.5,0.732176,1.08016e-06,9.97831e-06,19.4961, 6.07298e+07, 94.9316
26002.6,0.725884,3.07421e-07,9.87902e-06,23.1095, 1.204e+08, 93.6035
58913.8,0.687711,4.74489e-07,9.86155e-06,24.8837, 6.19858e+07, 92.7589
15036.7,0.764725,2.72497e-07,9.32974e-06,21.5935, 1.70215e+08, 94.4091
25397,0.690825,2.87689e-07,9.98238e-06,21.1998, 8.73115e+07, 94.6226
8575.29,0.812205,1.80996e-07,9.74984e-06,20.441, 2.89062e+08, 95.176
7136.96,0.734622,2.88025e-07,9.98445e-06,16.1864, 1.56945e+08, 98.5713
31697.7,0.721345,3.10669e-07,9.96448e-06,23.4359, 1.11261e+08, 93.4439
54112.8,0.687924,3.90961e-07,9.978e-06,24.7013, 6.97435e+07, 92.8827
31697.7,0.785968,4.24605e-07,9.96573e-06,error, error, error
50135.2,0.721375,3.32653e-07,9.83922e-06,11.1716, 7.48727e+07, 105.649
55840.7,0.689481,2.1599e-07,9.99908e-06,22.8271, 7.02606e+07, 93.8379
21476.5,0.743493,3.67869e-07,9.83827e-06,22.5288, 1.30618e+08, 93.823
54070.7,0.687474,3.96512e-07,9.97829e-06,24.718, 6.91338e+07, 92.8376
8540.89,0.811995,1.78957e-07,9.90799e-06,20.5031, 2.93622e+08, 95.1255
26457.4,0.853527,1.50334e-07,9.9616e-06,error, error, error
21375.4,0.822828,1.70576e-07,9.93692e-06,error, error, error
20466.7,0.752761,1.77903e-07,8.7523e-06,21.661, 1.43445e+08, 94.4964
59032.5,0.734576,3.7034e-07,9.98243e-06,error, error, error
3560.15,0.752198,1.60157e-07,9.91445e-06,14.1757, 2.67724e+08, 101.031
54205.3,0.69073,3.3522e-07,9.86771e-06,24.4759, 7.34784e+07, 93.0131
19721.2,0.748176,2.71202e-07,9.73582e-06,22.4184, 1.51181e+08, 93.964
31035.5,0.724335,2.72453e-07,9.95878e-06,23.3553, 1.15731e+08, 93.5368
3772.55,0.706175,2.88383e-07,9.6404e-06,8.4988, 1.0772e+08, 111.84
32451,0.823802,1.72674e-07,9.87229e-06,error, error, error
53641.4,0.687593,1.60393e-07,9.94208e-06,21.1645, 7.45865e+07, 94.7978
63134.4,0.687601,2.89265e-07,9.79454e-06,24.414, 6.75758e+07, 93.0953
6801.05,0.821112,1.76932e-07,9.44655e-06,19.576, 3.11816e+08, 95.7565
6154.56,0.810552,1.6784e-07,9.99409e-06,18.8982, 3.3228e+08, 96.2514
6384.24,0.703746,1.66105e-07,9.96545e-06,13.9138, 1.3956e+08, 101.4
51746.9,0.687741,3.60766e-07,9.99939e-06,24.5833, 7.22882e+07, 92.9323
2840.45,0.917704,2.86312e-07,9.9785e-06,14.6368, 3.5286e+08, 100.276
17139.4,0.734564,1.73862e-07,9.9723e-06,20.7624, 1.47273e+08, 94.9811
26373.2,0.725884,3.07599e-07,9.96602e-06,23.1616, 1.20974e+08, 93.5964
56667.6,0.812176,3.92632e-07,9.99297e-06,error, error, error
8091.01,0.821348,1.7722e-07,9.9674e-06,20.1574, 3.13244e+08, 95.3557
8334.4,0.687542,1.81711e-07,9.83436e-06,12.024, 8.12216e+07, 104.266
8276.46,0.839832,2.72497e-07,9.6292e-06,18.1628, 2.5549e+08, 96.7061
21510.8,0.748341,2.54134e-07,9.83593e-06,22.5923, 1.49851e+08, 93.9122
21518.7,0.74799,2.71834e-07,9.84001e-06,22.5496, 1.48889e+08, 93.9156
55620.1,0.852905,1.60685e-07,9.84145e-06,error, error, error
35278.7,0.710845,5.03988e-07,9.81198e-06,23.4758, 7.93984e+07, 93.2599
7053.69,0.810482,1.7028e-07,9.99521e-06,19.4812, 3.18821e+08, 95.8144
28604.1,0.724124,2.70943e-07,9.82988e-06,23.2232, 1.16837e+08, 93.6078
16190.4,0.853619,1.52514e-07,9.96369e-06,error, error, error
16202.8,0.763545,2.88803e-07,9.99185e-06,21.8398, 1.74346e+08, 94.2345
52805.8,0.761776,3.93276e-07,9.99331e-06,error, error, error
44517.6,0.703484,3.01979e-07,9.93726e-06,24.0063, 8.80882e+07, 93.2082
27007.1,0.823326,1.70668e-07,9.91593e-06,error, error, error
49832.5,0.692064,3.33039e-07,9.98565e-06,24.4177, 7.70588e+07, 93.0621
52726.8,0.803036,2.48874e-07,9.94931e-06,error, error, error
52492.3,0.687745,3.32532e-07,9.9867e-06,24.5125, 7.30617e+07, 93.0298
4650.96,0.858662,2.88094e-07,9.83653e-06,17.136, 2.98093e+08, 97.598
15555.1,0.770216,1.70385e-07,9.95788e-06,21.0623, 2.05929e+08, 94.8124
26575.7,0.727115,5.9013e-07,9.96603e-06,22.324, 8.71624e+07, 93.6841
49023.5,0.803831,4.12052e-07,9.83851e-06,error, error, error
3891.75,0.856172,1.71793e-07,9.84082e-06,17.5003, 4.15007e+08, 97.3836
