R, bias, L, W, Gain [dB], UGF [Hz], PM [degrees]
16671,0.896036,1.77971e-07,9.99874e-06,error, error, error
1940.73,0.961695,1.66792e-07,9.99777e-06,13.6221, 5.38988e+08, 101.743
4540.13,0.870572,1.78557e-07,9.99994e-06,18.238, 4.14958e+08, 96.7404
493.844,0.783009,1.50247e-07,9.99867e-06,2.55577, 3.02617e+08, 138.019
5837.67,0.940309,1.80526e-07,9.99832e-06,error, error, error
5961.48,0.938819,1.50452e-07,9.7422e-06,error, error, error
5398.68,0.919278,2.97727e-07,9.99995e-06,8.72088, 2.45061e+08, 111.065
5627.44,0.848269,5.47745e-07,9.99808e-06,15.5066, 1.76888e+08, 98.9977
22945.7,0.749501,3.34954e-07,9.17888e-06,22.3928, 1.29935e+08, 93.9634
17649.6,0.766016,1.50759e-07,9.99984e-06,17.9735, 1.9859e+08, 97.0031
79969.3,0.694094,3.39762e-07,9.99995e-06,10.7038, 5.29402e+07, 106.661
2707.97,0.949506,1.51183e-07,9.9842e-06,12.5199, 4.98616e+08, 103.408
49994.3,0.692813,3.39831e-07,9.99936e-06,24.4223, 7.73235e+07, 93.0146
5192.14,0.960368,1.55124e-07,9.98536e-06,error, error, error
1922.2,0.931372,1.78559e-07,1e-05,14.3821, 5.23651e+08, 100.704
1299.24,1.04208,1.50834e-07,9.99999e-06,10.5124, 5.99717e+08, 107.072
22965.1,0.748112,2.47271e-07,9.99833e-06,22.5784, 1.49492e+08, 93.9087
3533.06,0.878228,1.68859e-07,9.99987e-06,16.8818, 4.51025e+08, 97.9485
2964.14,1.01383,1.79634e-07,9.9983e-06,2.92308, 2.6222e+08, 135.409
7624.23,0.866404,1.80313e-07,9.99981e-06,13.9477, 3.19145e+08, 101.278
2595.18,0.903873,1.50445e-07,9.99996e-06,14.4243, 5.14442e+08, 100.698
3870.7,0.875893,1.7848e-07,9.99872e-06,17.7627, 4.34499e+08, 97.1302
14984.7,0.821306,1.80327e-07,9.59731e-06,12.7171, 2.10633e+08, 103.067
1221.49,0.918037,1.51769e-07,9.6433e-06,11.0727, 5.62453e+08, 105.993
3127.58,0.886984,1.78297e-07,9.64451e-06,16.7172, 4.46212e+08, 98.1119
1216.67,0.879348,1.62294e-07,9.97601e-06,11.0625, 5.19786e+08, 105.979
248.922,0.738319,2.44896e-07,9.99961e-06,error, error, error
1237.87,0.997083,1.52084e-07,9.99916e-06,11.0811, 6.06817e+08, 105.943
2207.93,0.961123,1.78561e-07,9.99995e-06,14.4455, 5.1719e+08, 100.632
1295.55,0.961174,1.51824e-07,9.99966e-06,11.5222, 5.9816e+08, 105.129
1414.66,0.958819,5.32939e-07,9.99973e-06,6.59074, 2.16827e+08, 117.357
17688.2,0.836483,1.78979e-07,9.99919e-06,error, error, error
17649.6,0.765773,1.9537e-07,9.99132e-06,21.2912, 1.90451e+08, 94.6404
2063.97,0.952661,1.78475e-07,9.99994e-06,14.4686, 5.24424e+08, 100.608
2564.53,0.930214,1.78534e-07,9.9988e-06,15.5672, 4.99722e+08, 99.2857
3127.58,0.886984,3.22163e-07,9.99859e-06,14.6953, 3.07004e+08, 100.176
3546.78,0.873629,1.77127e-07,9.99992e-06,17.4138, 4.41127e+08, 97.45
7631.24,0.821668,1.80313e-07,9.99999e-06,20.2397, 3.1675e+08, 95.2889
3545.8,0.975672,1.77121e-07,9.99942e-06,4.81789, 3.05267e+08, 124.82
2074.72,0.877706,1.51682e-07,9.97601e-06,13.9188, 5.18809e+08, 101.352
8237.57,0.690379,9.56454e-07,9.99972e-06,8.07118, 4.52671e+07, 112.374
5101.25,0.860866,1.79779e-07,9.99997e-06,18.8058, 3.95056e+08, 96.2946
47985.9,0.692813,4.61084e-07,9.99937e-06,24.4774, 6.96151e+07, 92.8932
150.499,0.938477,1.50383e-07,9.99936e-06,error, error, error
2071.83,0.979438,1.50551e-07,9.99991e-06,12.0385, 5.42582e+08, 104.204
2386.74,0.990795,1.50009e-07,9.99313e-06,9.56399, 4.84499e+08, 109.138
983.963,0.87979,1.50658e-07,9.99873e-06,9.81303, 5.61978e+08, 108.601
2064.92,0.930079,8.70119e-07,1e-05,5.8393, 1.3116e+08, 119.762
2207.93,0.918398,1.78558e-07,9.99996e-06,15.1446, 5.081e+08, 99.7782
1218.97,0.879536,1.51767e-07,9.99951e-06,11.1253, 5.52663e+08, 105.864
3833.74,0.876701,1.78639e-07,9.92978e-06,17.7086, 4.3321e+08, 97.1915
23465.3,0.749501,2.52454e-07,9.99961e-06,22.5329, 1.4887e+08, 93.9366
12383,0.951377,5.29498e-07,9.99899e-06,error, error, error
4415.54,0.820553,1.50834e-07,9.99995e-06,16.6679, 3.94966e+08, 98.1817
1815.84,0.987248,1.51184e-07,9.99668e-06,12.0459, 5.63537e+08, 104.215
494.051,1.00275,1.50817e-07,9.36095e-06,5.23317, 5.55449e+08, 123.01
1308.07,0.950308,1.51495e-07,9.98525e-06,11.6013, 5.94353e+08, 104.992
1817.3,0.959941,1.5117e-07,9.99789e-06,12.725, 5.67311e+08, 103.1
903.138,0.961174,4.40729e-07,1e-05,4.1994, 2.29236e+08, 127.591
5101.25,0.858855,1.80445e-07,9.99997e-06,18.7873, 3.93135e+08, 96.3097
7649.48,0.821695,1.74642e-07,9.99767e-06,19.8777, 3.21757e+08, 95.5332
7958.64,0.988049,1.51657e-07,9.99998e-06,error, error, error
11519.4,0.822419,1.84108e-07,9.99998e-06,17.804, 2.6787e+08, 97.0962
2564.53,0.931162,1.78534e-07,9.99881e-06,15.5449, 4.99875e+08, 99.3136
6527.13,0.98577,1.50389e-07,9.99815e-06,error, error, error
1237.87,1.07451,1.77645e-07,9.99949e-06,10.6076, 5.56593e+08, 106.845
2066.58,0.928076,1.50692e-07,9.9985e-06,13.5263, 5.4859e+08, 101.889
2386.39,0.925105,1.78519e-07,9.99976e-06,15.4251, 5.05227e+08, 99.4561
49697.8,0.667219,3.39831e-07,9.99936e-06,23.3789, 5.8689e+07, 93.5019
12488.3,0.765422,2.52634e-07,9.99594e-06,21.1524, 1.93121e+08, 94.6782
3579.31,0.881643,2.44352e-07,9.99785e-06,16.3895, 3.66126e+08, 98.3564
5087.7,0.860384,1.79779e-07,9.99997e-06,18.8152, 3.94931e+08, 96.2854
6464.65,0.836645,1.7847e-07,9.99961e-06,19.6232, 3.50362e+08, 95.6932
2615.79,0.904011,1.5047e-07,9.99993e-06,14.4385, 5.13427e+08, 100.679
2439.43,0.942414,1.78008e-07,9.99765e-06,15.1205, 5.06518e+08, 99.7928
3532.87,0.886305,1.77127e-07,9.99987e-06,17.2555, 4.51269e+08, 97.5941
22857.3,0.931947,2.46298e-07,9.99827e-06,error, error, error
1822.48,0.949506,1.50851e-07,9.98544e-06,12.8838, 5.66238e+08, 102.853
1923.73,0.749512,1.77103e-07,9.57228e-06,7.41013, 1.84397e+08, 114.996
4540.13,0.870572,1.79287e-07,9.99994e-06,18.4168, 4.14608e+08, 96.5896
1308.59,0.98675,1.66706e-07,9.99325e-06,11.7804, 5.74066e+08, 104.649
1819.28,0.949414,1.51853e-07,9.99997e-06,12.9365, 5.65089e+08, 102.767
2361.6,0.925105,1.78519e-07,9.99992e-06,15.3843, 5.06118e+08, 99.5005
2049.6,0.80649,1.75831e-07,9.99994e-06,12.3989, 3.47104e+08, 103.625
3127.58,0.82064,1.78499e-07,9.99859e-06,15.8285, 3.63157e+08, 99.0273
2439.43,0.922999,1.782e-07,9.99961e-06,15.5241, 5.02751e+08, 99.3356
3546.78,0.91242,1.58941e-07,9.99966e-06,14.4658, 4.57118e+08, 100.627
73830.6,0.683989,5.9335e-07,9.10196e-06,25.2144, 4.85989e+07, 92.5564
1314.82,1.01771,1.78723e-07,9.99857e-06,11.7587, 5.6139e+08, 104.682
1940.73,0.88295,1.78639e-07,9.78639e-06,14.1014, 4.72211e+08, 101.097
22918,0.928782,1.59447e-07,9.99999e-06,error, error, error
1587.76,0.921439,1.50659e-07,9.99868e-06,12.6033, 5.7177e+08, 103.283
1954.32,0.918692,1.78534e-07,9.99995e-06,14.5057, 5.15784e+08, 100.551
1414.97,0.957132,5.19217e-07,9.99798e-06,6.74635, 2.22092e+08, 116.856
1597.32,0.931245,1.77121e-07,9.99786e-06,13.3104, 5.34443e+08, 102.193
1414.66,0.987019,2.15362e-07,9.99319e-06,11.4691, 4.88844e+08, 105.153
5223.74,0.848492,3.40964e-07,9.99927e-06,17.2457, 2.59385e+08, 97.4158
2065.18,0.904011,1.7772e-07,9.87975e-06,14.7093, 4.97075e+08, 100.309
5082.46,0.821833,1.78524e-07,9.99994e-06,18.6731, 3.45451e+08, 96.3942
64423.4,0.651783,6.81343e-07,9.99999e-06,22.7135, 3.62361e+07, 93.4684
7888.66,0.820154,1.80197e-07,9.42317e-06,20.1783, 2.96194e+08, 95.3564
3573.63,0.917125,1.51769e-07,9.99863e-06,13.1323, 4.53799e+08, 102.464
3975.43,0.881734,1.77125e-07,9.99791e-06,17.6199, 4.36482e+08, 97.2543
2029.95,0.920318,1.51251e-07,8.49194e-06,12.9795, 4.75521e+08, 102.734
1920.44,0.938087,1.78561e-07,9.27139e-06,13.9411, 4.90268e+08, 101.323
18875,0.870572,1.51484e-07,9.99994e-06,error, error, error
2596.7,0.949506,1.51817e-07,9.2526e-06,13.2194, 4.86767e+08, 102.356
1955.56,0.931372,7.65532e-07,9.99966e-06,6.32939, 1.49571e+08, 118.066
1582.86,0.95103,1.50126e-07,9.99867e-06,12.3809, 5.83578e+08, 103.659
55057.6,0.692813,4.61084e-07,9.99937e-06,24.6798, 6.75648e+07, 92.8078
6415.58,0.819347,1.79073e-07,9.99997e-06,19.7807, 3.2401e+08, 95.6005
1224.61,0.821306,1.50234e-07,9.99639e-06,10.4156, 4.80906e+08, 107.301
2204.49,0.925784,6.05262e-07,9.99992e-06,8.87982, 1.91659e+08, 110.395
1299.75,0.991797,1.50843e-07,9.99966e-06,11.2812, 6.05497e+08, 105.582
73615,0.699814,5.92727e-07,9.99333e-06,12.054, 4.87697e+07, 103.728
5392.99,0.873661,1.51769e-07,9.99831e-06,14.0285, 3.85713e+08, 101.198
1218.97,0.97843,1.75905e-07,9.99917e-06,11.5914, 5.64338e+08, 104.985
2598.71,0.931209,5.64505e-07,9.99994e-06,10.7466, 2.09508e+08, 106.178
2394.42,0.952661,1.78475e-07,9.45135e-06,14.7578, 4.86176e+08, 100.259
19381.7,0.787072,1.85258e-07,9.99976e-06,18.7736, 1.94605e+08, 96.3101
18054.7,0.747548,1.77959e-07,9.97895e-06,21.5334, 1.57287e+08, 94.526
2088.27,0.898515,1.51214e-07,9.97601e-06,13.8684, 5.33522e+08, 101.435
17651.4,0.766016,2.52448e-07,9.98417e-06,21.9577, 1.77653e+08, 94.2184
2070.94,0.919958,1.78618e-07,9.9987e-06,14.8161, 5.13029e+08, 100.17
1218.97,0.978061,1.51453e-07,1e-05,11.1357, 6.07116e+08, 105.848
2066.01,0.915937,1.59447e-07,9.99999e-06,14.1148, 5.3054e+08, 101.071
2060.03,0.749171,3.08591e-07,9.87167e-06,7.13687, 1.62243e+08, 115.714
1655.65,0.931435,1.50285e-07,9.99833e-06,12.7176, 5.73348e+08, 103.115
23457,0.799881,1.29792e-06,9.99975e-06,19.4744, 7.11989e+07, 94.5707
3975.43,0.877358,1.78559e-07,9.99992e-06,17.8157, 4.33079e+08, 97.0945
3824.39,0.876551,1.51248e-07,9.99961e-06,15.5335, 4.51428e+08, 99.3718
7192.34,0.860866,1.79994e-07,9.99848e-06,17.1053, 3.44253e+08, 97.7288
1250.79,0.978515,1.50285e-07,9.99977e-06,11.2164, 6.08546e+08, 105.706
17664.1,0.959413,1.7762e-07,9.99877e-06,error, error, error
7624.23,0.888012,1.80313e-07,9.99979e-06,5.29143, 2.30041e+08, 122.704
947.917,0.931372,1.78557e-07,9.99999e-06,9.81457, 5.39621e+08, 108.555
1295.55,0.877275,1.51824e-07,9.99993e-06,11.4719, 5.48067e+08, 105.227
1351.82,0.95643,1.54604e-07,9.99841e-06,11.8213, 5.87082e+08, 104.591
7455.94,0.826409,1.53682e-07,9.99999e-06,17.1348, 3.34822e+08, 97.7301
1899.69,0.875978,1.78561e-07,9.99972e-06,14.0177, 4.74842e+08, 101.194
15320.9,0.750799,2.52454e-07,9.95782e-06,21.6175, 1.67264e+08, 94.3974
48851.2,0.692317,3.39749e-07,9.99937e-06,24.4178, 7.7497e+07, 93.0259
14037,0.908848,1.50795e-07,9.99995e-06,error, error, error
791.215,1.0507,6.20435e-07,9.99988e-06,1.81421, 1.46327e+08, 143.793
3639.78,0.881833,1.50847e-07,9.99832e-06,15.3234, 4.60488e+08, 99.5895
1820.34,0.953527,1.50289e-07,9.98544e-06,12.7883, 5.67957e+08, 102.995
50127.3,0.692813,1.77164e-07,9.99936e-06,22.1787, 6.71552e+07, 94.1955
3833.74,0.911975,1.51453e-07,9.99972e-06,12.8926, 4.39471e+08, 102.817
8201.54,0.870572,1.8036e-07,9.99994e-06,9.524, 2.74915e+08, 109.208
1632.42,0.969932,1.8325e-07,9.99999e-06,13.1069, 5.37502e+08, 102.486
22681.2,0.751015,2.45491e-07,9.99979e-06,22.4106, 1.53078e+08, 94.0107
1820.76,0.950687,1.78858e-07,9.99998e-06,13.9869, 5.33886e+08, 101.227
3579.5,0.877268,1.79285e-07,9.99987e-06,17.6216, 4.41558e+08, 97.253
1254.2,0.978515,1.51092e-07,1e-05,11.2517, 6.06174e+08, 105.629
17649.6,0.767501,2.22717e-07,9.99984e-06,21.317, 1.88283e+08, 94.5897
2074.72,0.9611,1.78768e-07,9.97601e-06,14.3232, 5.23123e+08, 100.788
1802.24,0.877812,1.78639e-07,9.99866e-06,13.697, 4.78584e+08, 101.626
7608.69,0.826911,1.80313e-07,9.99979e-06,20.1475, 3.2348e+08, 95.3426
1290.64,0.952661,1.51364e-07,9.99994e-06,11.5308, 5.97144e+08, 105.114
2353.4,0.90559,1.56139e-07,9.99897e-06,14.5114, 5.17934e+08, 100.57
46828,0.692962,2.53619e-07,9.5795e-06,23.5328, 7.27854e+07, 93.5195
2564.53,0.949584,1.78644e-07,9.98551e-06,14.9457, 4.98743e+08, 100.004
5390.63,0.916937,1.78294e-07,9.99996e-06,6.96827, 2.9885e+08, 116.342
1655.65,0.920086,1.52011e-07,9.99833e-06,12.842, 5.64365e+08, 102.921
3596.68,0.950687,3.00681e-07,9.99993e-06,13.4445, 3.24524e+08, 101.832
4014.38,0.834498,1.80347e-07,9.99992e-06,17.7344, 3.77292e+08, 97.1754
12355.7,0.766016,2.52448e-07,9.98417e-06,21.1152, 1.94021e+08, 94.6975
1410.72,0.959941,1.51857e-07,9.99789e-06,11.9133, 5.91415e+08, 104.441
9853.56,0.860744,1.79779e-07,9.99996e-06,7.19675, 2.27951e+08, 115.618
2431.92,0.866486,9.66242e-07,9.9988e-06,5.18768, 9.99744e+07, 122.635
3824.73,0.877812,1.78639e-07,9.99975e-06,17.7079, 4.37002e+08, 97.1859
1249.83,0.905332,1.50447e-07,9.99977e-06,11.3897, 5.78047e+08, 105.375
3874.97,0.896323,1.78638e-07,9.99916e-06,17.1734, 4.44426e+08, 97.6693
7631.24,0.876805,1.80397e-07,9.99999e-06,9.55951, 2.85041e+08, 109.132
2389.78,0.924481,1.7944e-07,9.99866e-06,15.544, 5.04825e+08, 99.3136
7842.46,0.820714,1.75578e-07,9.99993e-06,20.0077, 3.17638e+08, 95.4433
6421.05,0.931372,1.78559e-07,1e-05,error, error, error
2386.77,0.886305,1.62804e-07,9.99976e-06,15.0264, 4.96722e+08, 99.9294
3975.43,0.948835,1.79288e-07,9.99992e-06,8.53507, 3.62274e+08, 111.697
3512.16,0.987966,1.51495e-07,9.99649e-06,error, error, error
2564.53,0.925044,9.98859e-07,9.99881e-06,6.56715, 1.17958e+08, 117.082
10241.7,0.881643,1.77121e-07,9.99785e-06,error, error, error
12525.2,0.949506,1.50851e-07,9.98544e-06,error, error, error
3579.5,0.877268,1.50604e-07,9.99987e-06,15.4404, 4.6187e+08, 99.4651
2386.39,0.867276,3.4716e-07,9.99976e-06,12.1393, 2.78563e+08, 103.847
12407.8,0.789375,1.77186e-07,9.99859e-06,21.221, 2.39591e+08, 94.6981
20578.1,1.05114,2.45884e-07,9.87182e-06,error, error, error
47985.9,0.692813,4.73209e-07,9.34124e-06,24.1017, 6.37971e+07, 93.0888
72273.5,0.751015,2.44737e-07,9.99979e-06,error, error, error
3798.97,0.876609,1.73256e-07,9.99809e-06,17.3848, 4.40068e+08, 97.4784
3975.43,0.883857,1.79764e-07,9.98642e-06,17.7764, 4.36133e+08, 97.1274
4579.85,0.869388,1.78501e-07,9.99994e-06,18.2804, 4.13272e+08, 96.7116
48851.2,0.691897,1.09362e-06,9.99937e-06,22.1294, 4.41986e+07, 93.2914
12348.6,0.876329,1.85445e-07,9.99998e-06,error, error, error
588.062,0.949157,1.78475e-07,9.99997e-06,6.34746, 5.23219e+08, 118.544
3372.46,0.886928,1.78499e-07,9.99851e-06,17.1753, 4.55043e+08, 97.6624
385.322,0.925105,1.78519e-07,9.99992e-06,2.73631, 4.00377e+08, 136.725
4354.45,0.795835,1.78557e-07,9.99994e-06,16.8519, 2.99573e+08, 97.9754
1971.05,0.9214,1.50659e-07,9.99868e-06,13.4628, 5.51941e+08, 101.987
500.517,0.707635,3.42571e-07,9.99937e-06,error, error, error
49994.3,0.692813,8.47137e-07,9.99936e-06,23.466, 5.18389e+07, 92.9593
3532.87,0.886305,1.7851e-07,9.99987e-06,17.3329, 4.50448e+08, 97.5254
2564.53,0.96484,2.16917e-07,9.98444e-06,13.5162, 4.38278e+08, 101.848
1303.57,0.993838,1.51495e-07,9.99649e-06,11.2934, 6.03605e+08, 105.536
2066.01,1.06841,1.76003e-07,9.99999e-06,4.17942, 3.45922e+08, 127.925
55066.2,0.890603,1.5842e-07,9.9998e-06,error, error, error
12423.3,0.824104,1.72117e-07,9.99858e-06,13.5246, 2.44154e+08, 101.886
4311.29,0.991797,1.7799e-07,9.99973e-06,error, error, error
3200.85,0.925105,1.80285e-07,9.99991e-06,15.9665, 4.70774e+08, 98.8494
17649.6,0.760816,4.59912e-07,9.99905e-06,21.6315, 1.31228e+08, 94.1686
1820.34,0.93112,1.51183e-07,9.99873e-06,13.1203, 5.62188e+08, 102.493
101.646,0.850246,8.80743e-07,9.99808e-06,error, error, error
1139.51,1.01731,1.50362e-07,9.99857e-06,10.5143, 6.1837e+08, 107.087
7624.23,0.882749,1.80506e-07,9.99998e-06,7.16229, 2.57997e+08, 115.723
5385.94,0.877312,1.14573e-06,9.99897e-06,10.8644, 1.00835e+08, 105.423
10802.3,0.644976,1.76207e-07,1e-05,9.04848, 4.16921e+07, 110.719
2066.01,0.930079,1.12111e-06,9.99999e-06,3.95161, 9.44776e+07, 128.427
3127.58,0.886624,1.78499e-07,9.9986e-06,16.8929, 4.61072e+08, 97.928
4487.06,0.870343,1.78557e-07,9.99994e-06,18.2264, 4.16034e+08, 96.7512
1829.77,0.949414,1.52061e-07,9.99867e-06,12.9629, 5.6398e+08, 102.724
242.005,0.977195,1.5026e-07,9.99868e-06,0.288422, 1.829e+08, 165.3
376.605,0.997083,1.50817e-07,9.99974e-06,3.7084, 5.40496e+08, 130.564
3833.74,0.821564,1.78555e-07,9.99985e-06,17.1239, 3.57933e+08, 97.7206
1582.86,0.951654,1.50051e-07,9.99977e-06,12.3723, 5.8395e+08, 103.659
12525.5,0.787075,1.85346e-07,9.99899e-06,21.0451, 2.36634e+08, 94.7929
1968.33,0.855701,1.79069e-07,9.99767e-06,13.8484, 4.38054e+08, 101.433
3536.99,0.933939,4.57751e-07,9.99987e-06,14.0879, 2.49751e+08, 100.8
8618.91,0.826487,2.2783e-07,9.98544e-06,18.8592, 2.82728e+08, 96.2
1324.28,0.881726,1.77127e-07,9.56422e-06,11.2716, 4.67355e+08, 105.6
3694.53,0.84802,1.78519e-07,9.54368e-06,17.2512, 3.8717e+08, 97.6166
3782.3,0.765422,2.52634e-07,9.99594e-06,13.6818, 2.17177e+08, 101.632
1785.53,0.786484,1.85445e-07,9.97195e-06,10.2047, 2.97616e+08, 107.721
1299.75,0.98557,1.79637e-07,9.99966e-06,12.0161, 5.59941e+08, 104.224
5653.04,0.848501,1.54305e-07,9.99998e-06,16.6226, 3.83018e+08, 98.2194
3579.5,0.872531,1.8538e-07,9.99784e-06,17.2008, 4.3307e+08, 97.6337
983.963,0.746493,1.5147e-07,9.99813e-06,5.85194, 2.9122e+08, 120.507
1582.86,0.949019,1.50262e-07,9.99869e-06,12.4047, 5.82786e+08, 103.602
24022.7,0.679383,5.93481e-07,9.9983e-06,18.2365, 5.60114e+07, 96.4871
5390.83,0.848584,1.78637e-07,9.99973e-06,19.0603, 3.79384e+08, 96.0949
5101.25,0.846391,1.26857e-06,9.99997e-06,8.9826, 8.30496e+07, 109.643
2350.07,0.926289,1.56712e-07,9.53996e-06,14.1198, 5.03934e+08, 101.089
2065.18,0.920737,3.39082e-07,9.99936e-06,11.8947, 3.17231e+08, 104.295
3833.74,0.786335,1.78638e-07,9.99974e-06,15.5113, 2.80872e+08, 99.3817
64464.3,0.693592,9.85616e-07,9.99994e-06,24.4027, 4.66034e+07, 92.3922
3125.75,0.893314,1.59942e-07,9.99858e-06,15.6769, 4.7732e+08, 99.1987
1647.72,0.855652,1.78558e-07,1e-05,12.6013, 4.45473e+08, 103.26
1414.66,0.866358,1.50389e-07,9.99319e-06,11.9022, 5.38e+08, 104.461
3833.74,0.877355,1.78639e-07,9.99972e-06,17.7218, 4.36437e+08, 97.1641
51474.6,0.923426,1.515e-07,9.99315e-06,error, error, error
1820.76,0.949414,3.39644e-07,9.99865e-06,11.2086, 3.30676e+08, 105.51
7716.08,0.92533,1.7715e-07,9.46495e-06,error, error, error
2212.33,0.9302,1.7265e-07,9.99856e-06,14.8254, 5.17143e+08, 100.166
12488.3,0.672286,2.52634e-07,9.99594e-06,14.078, 6.90587e+07, 101.228
2066.58,0.927991,1.5948e-07,9.99848e-06,14.0002, 5.34928e+08, 101.231
2104.53,0.692813,4.56045e-07,9.99983e-06,0.534315, 2.74892e+07, 160.232
3002.69,1.0401,1.78486e-07,9.74003e-06,error, error, error
5750.32,0.875966,1.77127e-07,9.00098e-06,17.7385, 3.57089e+08, 97.1947
2832.59,0.692813,4.61084e-07,9.99937e-06,2.9984, 5.6441e+07, 134.879
1414.66,0.987019,1.50707e-07,9.9986e-06,11.6257, 5.97568e+08, 104.952
50550.3,0.728922,4.61084e-07,9.99939e-06,6.19887, 5.5407e+07, 118.757
17649.6,0.770543,1.51193e-07,9.98417e-06,17.5816, 2.00379e+08, 97.3299
2074.72,0.950182,1.51682e-07,9.97946e-06,13.1715, 5.47961e+08, 102.411
3379.84,0.926626,1.75944e-07,9.99851e-06,15.3215, 4.60683e+08, 99.5638
1820.34,1.01923,3.09722e-07,9.98544e-06,11.6133, 3.76959e+08, 104.797
3121.86,0.886984,1.7797e-07,9.99859e-06,16.8607, 4.61935e+08, 97.9569
1237.87,0.884751,1.50817e-07,9.99916e-06,11.2546, 5.60614e+08, 105.618
1254.2,0.825671,3.81506e-07,1e-05,5.2959, 1.99571e+08, 122.531
2564.53,0.931198,1.78644e-07,9.99916e-06,15.5496, 4.99852e+08, 99.3077
51694,0.913448,3.35471e-07,9.99936e-06,error, error, error
4553.49,0.87515,1.78256e-07,9.99994e-06,18.0612, 4.174e+08, 96.8933
3370.63,0.893258,1.78634e-07,9.9985e-06,17.0822, 4.59005e+08, 97.747
1582.86,0.95446,1.50247e-07,9.99994e-06,12.3536, 5.84055e+08, 103.691
1829.77,0.945545,1.52061e-07,9.9993e-06,13.0173, 5.63408e+08, 102.651
8797.96,0.877812,1.78639e-07,9.99974e-06,4.02998, 1.92597e+08, 128.709
2242.07,0.925105,1.78517e-07,9.99992e-06,15.166, 5.10276e+08, 99.7558
1410.72,0.872885,1.51805e-07,9.99995e-06,11.9362, 5.4013e+08, 104.403
10049.1,0.931435,1.54954e-07,9.99833e-06,error, error, error
2212.33,0.928776,1.76042e-07,9.4894e-06,14.7482, 4.90336e+08, 100.278
2066.58,0.931126,1.51183e-07,9.99999e-06,13.5101, 5.48414e+08, 101.929
5107.85,0.860384,3.99713e-07,9.83604e-06,16.4791, 2.33078e+08, 98.1227
7608.69,0.825456,1.80313e-07,9.99979e-06,20.1786, 3.21765e+08, 95.3279
17649.6,0.766011,2.52448e-07,9.99588e-06,21.955, 1.77832e+08, 94.2244
1971.05,0.693397,1.50659e-07,9.99869e-06,7.23764, 1.788e+08, 115.616
3919.42,0.860894,1.79779e-07,9.99997e-06,17.9881, 4.1726e+08, 96.9532
1795.54,0.848584,1.78637e-07,9.99978e-06,13.009, 4.31232e+08, 102.651
3372.46,0.886928,1.78499e-07,9.99845e-06,17.1753, 4.55041e+08, 97.6624
7624.23,0.764315,1.81727e-07,9.99979e-06,18.4223, 2.1656e+08, 96.6058
4464.53,0.948907,1.79667e-07,9.99977e-06,4.44747, 2.70079e+08, 126.587
7608.69,0.826911,1.50136e-07,9.99917e-06,16.4966, 3.32021e+08, 98.3534
1582.86,0.833626,7.43613e-07,9.97118e-06,2.59049, 9.12026e+07, 137.327
17587.6,0.768194,1.51183e-07,9.99985e-06,17.861, 2.00047e+08, 97.1143
2072.6,1.07712,1.78335e-07,9.79745e-06,3.64075, 3.20383e+08, 130.839
73615,0.692958,5.42049e-07,9.99989e-06,19.3276, 5.50192e+07, 95.5461
4329.1,0.848501,1.79784e-07,9.99998e-06,18.3674, 3.9447e+08, 96.6297
1955.56,0.931372,1.78558e-07,1e-05,14.4704, 5.22572e+08, 100.59
3586.48,0.920943,7.95723e-07,9.99867e-06,10.901, 1.53285e+08, 105.61
2066.58,0.877566,1.50692e-07,9.9985e-06,13.8771, 5.22567e+08, 101.404
1823.44,0.931198,1.78644e-07,9.99642e-06,14.1012, 5.26398e+08, 101.087
2062.95,0.925105,1.78575e-07,1e-05,14.774, 5.16131e+08, 100.223
1551.37,0.692813,3.42571e-07,9.99936e-06,error, error, error
18101.6,0.748811,4.61478e-07,9.99937e-06,21.5756, 1.22281e+08, 94.2064
2056.99,0.993838,1.5044e-07,9.5959e-06,11.531, 5.24415e+08, 105.132
2065.18,0.919521,1.50737e-07,9.99856e-06,13.6371, 5.46128e+08, 101.744
1042.83,0.922972,1.51682e-07,9.99972e-06,10.3882, 5.91834e+08, 107.339
8020.32,0.821833,1.80327e-07,9.99967e-06,20.3237, 3.12885e+08, 95.2374
47248.5,0.927991,1.5948e-07,9.68289e-06,error, error, error
2389.78,0.950041,1.79236e-07,9.99866e-06,15.0357, 5.09652e+08, 99.8939
64734.5,0.690087,2.1341e-07,9.99998e-06,22.9083, 6.64782e+07, 93.817
1299.24,0.980963,2.53484e-07,9.99315e-06,10.4373, 4.31126e+08, 107.144
1819.28,0.922204,3.83322e-07,9.99932e-06,10.2604, 2.8567e+08, 107.379
2354.21,0.885406,1.64202e-07,9.94385e-06,14.991, 4.92596e+08, 99.9694
1971.05,0.921431,1.50659e-07,9.99868e-06,13.4625, 5.51951e+08, 101.988
186.601,0.961695,1.50373e-07,9.99785e-06,error, error, error
3127.58,0.997211,1.78499e-07,9.9986e-06,4.34616, 3.05257e+08, 127.103
2063.97,0.952333,1.5101e-07,9.99994e-06,13.0696, 5.50525e+08, 102.576
793.557,0.676233,1.63872e-07,9.99999e-06,error, error, error
1073.08,1.01295,1.52391e-07,9.99857e-06,10.3469, 6.17056e+08, 107.426
1840.51,0.877355,1.81698e-07,9.99972e-06,13.7559, 4.74929e+08, 101.549
6415.58,0.894448,1.79073e-07,9.9987e-06,9.25843, 3.06591e+08, 109.819
4048.43,0.928076,1.50692e-07,9.35783e-06,10.2907, 3.88877e+08, 107.557
